"","p.value","HR","Low 95%CI","High 95%CI"
"RASSF2",0.0141280110612611,1.19438905615127,1.03640784804218,1.37645157757996
"RASSF4",0.724787277648076,0.969675221563474,0.816911184275194,1.15100644159797
"RENBP",0.788849428101437,1.01845632337478,0.890871172186003,1.16431344397067
"RGS1",0.30780764715682,1.0481239991339,0.957596671255576,1.14720941554656
"RHOG",0.261783465019653,1.15766209189681,0.896463076099778,1.49496566534072
"RHOH",0.353707926687315,0.881435224173885,0.675085256770364,1.15085916426515
"RNASE2",0.183956898587884,1.09141194817283,0.959290927283799,1.24172970548903
"RNASE6",0.194780654958272,1.0716339422631,0.965220388304152,1.18977937072801
"RNF19B",0.790992189327436,1.02203266204462,0.869898062861136,1.20077375370906
"RTN1",0.616953549603807,1.03795509530205,0.896977686769532,1.20108983284029
"S1PR4",0.0313395900754675,0.824963440507733,0.692392561391922,0.982917373933381
"SAMSN1",0.880560615719491,1.01025762034032,0.884340728398653,1.15410319425614
"SASH3",0.538020197725916,1.03532712398864,0.927020810466615,1.15628715295727
"SCARF1",0.318219757620101,1.11501378749135,0.900406047204937,1.38077231950535
"SDCBP",0.714950240991529,1.04443938370177,0.827074513070454,1.31893028861163
"SDS",0.816679991875928,1.01449070849049,0.898301181961699,1.14570860896119
"SELL",0.0264453368227673,0.880051654130378,0.78615401328035,0.985164358197359
"SELPLG",0.676206011354466,1.02434970953632,0.914988904344729,1.14678147728862
"SERPINA1",0.657369596016016,1.01949082745709,0.936135701946595,1.11026803604211
"SERPINB8",0.13947328102786,0.885329359320607,0.753267862261861,1.04054362829375
"SGPP1",0.703737516654278,0.97178946792247,0.838531208351464,1.12622495210603
"SH2B3",0.0646060429388761,1.15276981925246,0.991421473901846,1.34037671279139
"SH2D1A",0.0565747140181339,0.817032303614666,0.663775577543667,1.00567391710939
"SH2D3C",0.811306466691916,0.973926346812303,0.784025667569507,1.20982331095821
"SH3GLB1",0.398189564640706,1.10301685089867,0.87861184700938,1.38473681809282
"SIGLEC1",0.409712890772078,1.04578189128631,0.940201441601891,1.16321855694991
"SIGLEC7",0.261247347895023,1.09160415316074,0.936821333863337,1.2719603878829
"SIGLEC8",0.748048822308936,1.02745871845181,0.870925524543905,1.21212593772065
"SIGLEC9",0.0540821910896785,1.15731288403024,0.997440585544114,1.34280991865973
"SIRPA",0.0429085003821007,1.13947868299233,1.00417718958978,1.29301051891485
"SIRPG",0.112254193948299,0.879694605514661,0.750983922687169,1.03046493485848
"SIT1",0.141239651300923,0.909421878951311,0.801366940876737,1.03204675876759
"SLA",0.636856177189382,1.03747264344667,0.890528951056788,1.20866310367892
"SLAMF1",0.00908320407286612,0.690762804400638,0.523146592655789,0.912083264312462
"SLAMF7",0.0115830646632427,0.869102849400498,0.77941591237589,0.969110010255713
"SLAMF8",0.427286246291472,0.958923504499691,0.864588425337294,1.06355146626355
"SLC11A1",0.0265988618458028,1.21270768661456,1.02263915932319,1.43810250151906
"SLC2A5",0.258898042695088,1.08385500729432,0.942454863002747,1.24646996153656
"SLC31A2",0.046568328501692,1.33094180987434,1.00435351546032,1.76372768552485
"SLC35D1",0.244117108409579,1.12250582155353,0.924134339414042,1.36345904018726
"SLC7A7",0.367843077807802,1.06592654106952,0.927640009674019,1.22482792797575
"SLCO2B1",0.0527800260700884,1.11113274779576,0.998735856855107,1.23617869004103
"SMPDL3A",0.569467884669049,1.04563236802228,0.896617448528607,1.2194130850901
"SNX10",0.518768134900043,0.953380880949179,0.82468339726493,1.1021624870513
"SOAT1",0.848453955232828,1.0176582484435,0.850415380748459,1.21779113368531
"SPI1",0.661450406873959,1.02639855582523,0.913416350972922,1.1533557443744
"SPN",0.719232985614131,0.966973725754945,0.80518035671919,1.16127794039876
"SPP1",0.138524927515033,1.07933564984076,0.975632068075043,1.19406227320479
"SRGN",0.545651629835694,1.03451110718963,0.926707793694078,1.15485510986434
"ST8SIA4",0.197195388498615,1.09884222961905,0.952182187842805,1.26809161209967
"STAB1",0.0150323274844247,1.15268879925378,1.02794465409111,1.29257101794057
"STARD8",0.0473820981468012,1.23436893337335,1.00243520037082,1.51996524375204
"STAT4",0.0453510780388979,0.772958053233074,0.60065696154144,0.994684471024222
"STAT5A",0.0273340871426798,1.19986110351804,1.0205827815374,1.41063193871135
"STK10",0.0700709056375355,1.18621309507488,0.986097296578751,1.42693982815797
"STOM",0.385729259070647,1.07797292907146,0.90975960212721,1.27728867394621
"STX11",0.749276912053776,0.975302197292791,0.836629778475644,1.13695974075568
"STX12",0.139987989690854,1.18406522300247,0.946084886801959,1.48190767222072
"TAP1",0.0271259992341595,0.896104063291147,0.81302003272453,0.987678605600829
"TBX21",0.0421243207888211,0.732363548463907,0.542334953055051,0.988976211282847
"TBXAS1",0.125087910353886,1.13334438705206,0.96581504127554,1.32993321160751
"TCIRG1",0.0726318243936,1.13527916947666,0.988417805229199,1.3039615290507
"TCN2",0.533280509501999,0.963793083856964,0.8582171670642,1.08235670892963
"TCP11L1",0.376205859351545,1.11741314452069,0.873828475759744,1.42889842822074
"TESPA1",0.0593240509479594,0.734979829915233,0.533691892473554,1.01218579109105
"TFEB",0.218940596820154,1.11066295772309,0.93952865421149,1.31296922145871
"TFEC",0.679014062745668,0.961917191456007,0.800333592140648,1.15612376177259
"TGFB1",0.2417632039392,1.07872633332191,0.950181789306441,1.22466091783499
"TGFBI",0.00893889452949047,1.14987530144198,1.0355755153219,1.27679072100821
"TGFBR2",0.0499452522251968,1.16063568089582,1.00003560708449,1.34702722005648
"THBD",0.345435962253316,1.06086469642047,0.938327495605462,1.19940416260008
"TLR1",0.369417168076893,1.07053924397559,0.922488717819918,1.24235044912012
"TLR2",0.156524976285081,1.10333059500162,0.963008481143054,1.26409935707077
"TLR4",0.238717571703663,1.08559061583237,0.94696649276331,1.24450758732164
"TLR6",0.21030306051742,1.14555553644765,0.926152220646403,1.41693498955275
"TLR7",0.306228204589248,1.07867668750922,0.933007844439508,1.24708854605058
"TLR8",0.467851651303577,1.06867813136456,0.89323834011955,1.27857582591449
"TM6SF1",0.0997804749801049,1.17514280473776,0.969675762507227,1.42414677660528
"TMEM140",0.66459915854626,0.968990658198865,0.840383010639151,1.11727972101978
"TMEM156",0.352076931746606,0.876883183988515,0.664914144281637,1.15642617167149
"TMEM176B",0.577890429078456,0.974780153169481,0.890911132162634,1.06654447644691
"TMEM51",0.467411161867089,1.06848850199454,0.893665871194139,1.27751066219974
"TNFAIP3",0.5972872201953,1.03317207816544,0.915363158259346,1.16614322246763
"TNFRSF11A",0.571932806632182,1.05508063031031,0.876068802711885,1.27067090279906
"TNFRSF14",0.59727235546448,1.03849416587604,0.902711576877335,1.19470067758433
"TNFRSF1B",0.256385684432288,1.07231223129111,0.950517547064736,1.20971309254348
"TNFRSF4",0.319040779254961,0.917388248946739,0.774276105575758,1.08695230712272
"TNFRSF9",0.307585722503937,0.893628370389069,0.719997660886511,1.10913091492682
"TNFSF8",0.444601166040812,1.05691716460753,0.917069763715634,1.21809041911495
"TPP1",0.847164721436554,0.980749966674348,0.804847990238457,1.19509585511515
"TPST2",0.546930283448083,1.05889967533802,0.87898784050467,1.27563598807829
"TRAF1",0.989126898212894,1.00136573066933,0.822899276815434,1.21853713426439
"TRAF3IP3",0.329857539589226,0.876190525605445,0.671642386095748,1.14303363375179
"TRAT1",0.185043079491272,0.851923043496095,0.672167218896828,1.07975047225719
"TREM1",0.0121974726253605,1.21785312127697,1.04390392319435,1.42078805534668
"TREM2",0.0680317664569818,1.09891272405381,0.993037717493174,1.2160758386256
"TRPM2",0.0152401271403262,1.22981184194791,1.04058284976802,1.45345194467935
"TRPV2",0.986117086941383,0.998564661080342,0.84939879781871,1.17392605795908
"TYMP",0.980648956859939,1.00130680759604,0.901024874537099,1.11274988213091
"TYROBP",0.895353250219977,1.00761532075127,0.899911797120724,1.12820905099934
"UBASH3A",0.0800922065299576,0.78845699201382,0.604201081646812,1.02890320315394
"VAMP5",0.994708468214196,1.00054470321009,0.851812800131903,1.17524613737519
"VASH1",0.800966493891638,1.02063748476344,0.870760097759061,1.19631213922768
"VAV1",0.141566804035136,1.09894433799892,0.969040092490756,1.2462628402874
"VENTX",0.0360734277731334,1.25011526648487,1.01460405002866,1.54029365391788
"VNN2",0.453853758743265,1.05503822450248,0.917024723764647,1.21382294971475
"VSIG4",0.0102483516581269,1.13267305947085,1.02991140979819,1.24568797611676
"WAS",0.665681766773817,1.02924454381313,0.903094450537107,1.17301610074013
"WIPF1",0.411957499265463,1.06917736402348,0.911283336465531,1.25442899041032
"YWHAH",0.609259811189026,0.948915228100912,0.776076250298116,1.16024695998095
"ZAP70",0.250434087434772,0.887980654305132,0.725124957736461,1.08741208533433
"ZEB2",0.300710851182751,1.10550209511596,0.914248607759645,1.3367642804517
